PID,LotArea,Age,TotalBsmtSF,SalePrice
535179120,9770,54,922,116000
535180030,10152,55,1048,135000
535181030,12155,41,1657,163500
535181140,12198,56,1204,130000
535300040,10050,56,1216,129500
535301060,11556,58,864,142000
535301160,8078,53,1560,128600
535302070,10950,59,948,125000
535304170,7942,58,1040,136000
535305180,8923,58,1008,134500
535325090,8540,55,925,127000
535325280,7134,56,384,130000
535325320,7150,56,1190,115000
535327160,8400,56,923,116900
535327200,13300,55,928,132000
535353050,9532,58,1105,153000
535353130,15783,59,924,112500
535353160,14190,121,925,138000
535354050,9600,62,845,135000
535354260,12099,58,1216,156000
535355020,21281,76,666,301600
535375130,10134,71,735,109000
535376010,5500,55,882,103200
535378080,10284,86,1151,128500
535379060,10800,84,656,64500
535379110,10800,116,736,148000
535382150,5400,91,691,86000
535402140,10090,48,725,172000
535402180,8700,50,920,120000
535403030,8300,43,952,128500
535426130,11606,42,1040,135000
535450190,8064,62,672,122900
535450220,11664,63,1082,119200
535450310,10496,62,1040,143000
535451040,7200,61,876,119000
535451100,7200,61,864,102000
535451110,7200,61,864,129000
535452060,7000,51,1010,135000
535453080,7500,52,1040,152000
535453150,7315,53,1170,140000
535453180,7903,51,1242,152000
535457020,8000,51,1377,156500
535457040,8000,50,1800,141000
535457050,7000,50,0,99000
535476360,9760,47,822,187000
535477130,7590,49,864,169500
535477180,6600,49,864,125500
535478040,6760,49,896,130000
902100010,6978,85,850,103000
902105110,9600,101,264,132000
902106070,6000,84,845,127500
902106120,4480,89,1022,89500
902107050,7200,31,936,140000
902110010,3153,91,967,99900
902125120,10800,126,641,100000
902128160,7200,71,808,130000
902201090,9000,111,680,135000
902201130,6000,63,649,120000
902202070,5925,74,907,89471
902205020,5925,111,570,85000
902205130,6000,91,960,108500
902206270,9639,111,1075,137000
902207010,3880,66,686,110500
902207150,8520,88,968,100000
902300020,10337,101,725,184900
902300040,9863,84,728,145000
902301030,9600,86,702,125000
902301130,4571,101,616,114000
902302150,13600,111,662,90000
902303100,8398,101,926,144100
902304040,9900,131,1008,117500
902305010,3600,81,687,124500
902330090,13500,132,819,185000
902332030,7200,101,1214,133900
902401030,5400,85,1149,152000
902404010,8100,63,1559,153500
902408080,10800,121,718,159500
902427040,9439,81,912,87000
902427140,8626,55,0,104500
902427180,11800,62,0,110000
903201090,6854,86,756,136500
903204030,8674,61,910,128250
903205085,8731,91,915,144000
903206170,8737,88,1065,210000
903225040,6125,72,728,135000
903227140,6000,72,600,128000
903228080,6000,70,735,131000
903231050,6120,72,884,113000
903231090,6240,73,861,126000
903231180,6240,72,672,132000
903232100,6240,81,966,131750
903233030,6120,85,756,132500
903233050,6120,91,939,137500
903233140,6120,82,832,132000
903233180,6240,80,884,127500
903234160,6180,85,960,102000
903236130,7755,93,1100,200000
903400040,13515,92,764,180500
903401070,8850,91,768,165000
903425270,8550,85,750,90000
903425280,8730,96,698,153575
903426010,5700,82,672,140000
903427040,8520,95,714,136000
903430040,5680,110,592,113000
903430050,5680,110,969,117000
903450060,7758,80,1040,169500
903451110,7449,81,637,139400
903453080,13200,48,741,202500
903454010,6882,97,684,127000
903454090,9000,74,780,141000
903456110,9780,61,976,212300
903457040,10320,96,1138,161000
903457130,4330,53,808,99500
903458020,7200,91,530,101000
903458060,4800,95,1196,109900
903475040,12358,70,720,128500
903475060,10120,101,925,122000
903476100,4388,81,672,87000
903484080,10320,101,771,50000
904100100,12888,74,1005,219000
904101070,18030,65,1598,200500
904301110,8160,71,756,126000
904302010,4484,69,672,108500
905100060,11235,48,925,130000
905100080,11235,47,1420,158450
905101070,14299,47,1005,115400
905101200,7943,50,1029,118500
905102010,14149,47,980,165000
905103110,11677,45,1040,123000
905104030,8400,45,814,129000
905104090,7094,45,894,125000
905104170,8978,43,948,108000
905104240,8425,40,768,119900
905105040,8665,43,876,115000
905105170,8398,44,943,134500
905105260,7742,45,955,127000
905106150,8724,43,894,129000
905107140,8197,34,660,143500
905200010,8169,45,912,129000
905201080,14175,55,1240,187000
905225020,16779,91,671,158000
905226050,25339,93,816,112000
905226080,6960,71,680,165250
905226130,11375,57,967,150000
905226170,13770,53,1158,137000
905228020,9000,66,0,89500
905301050,115149,40,1643,302000
905352010,11075,27,1190,182000
905352180,10029,23,1151,211000
905376090,17541,63,409,216000
905377020,22692,58,1073,130000
905377050,17808,65,484,109900
905401020,12671,57,1288,255000
905426010,12615,61,1202,243000
905451390,10512,57,988,154000
905475270,5400,53,864,118000
905475520,11515,53,0,80000
905476160,7711,34,1440,150000
905476170,9098,91,528,86000
905476225,3869,27,1038,130000
905478140,9280,60,1342,125000
905478220,11100,60,1080,136500
905480090,7550,91,951,96000
905480180,9060,54,0,120000
906200230,23920,27,1105,228500
906201022,10357,21,910,179900
906201023,13474,21,700,225000
906201200,10380,25,1502,301000
906203140,13125,20,1104,238000
906204140,11287,22,807,228500
906223040,9317,17,779,220000
906340080,9965,4,1264,383970
906340090,9965,5,1466,424870
906378120,9178,4,1643,250000
906378150,10481,5,2140,360000
906378170,10652,5,1494,279500
906380010,11175,4,1316,200141
906380040,10235,4,1643,246500
906380070,9588,4,1482,276000
906380120,8814,6,1274,203000
906380140,11103,5,728,155835
906380160,8556,5,1240,194000
906380200,6762,4,1208,195400
906382020,11750,6,1546,217000
906382060,8760,5,1489,212999
906392080,7242,6,1270,175900
906394020,9316,6,879,191000
906394050,9317,5,1314,176432
906402070,14364,23,1157,277000
906403060,8883,23,929,207000
906426060,159000,53,1444,277000
906426195,53107,19,1580,240000
906475110,12205,45,832,187500
906475170,20064,35,966,279000
907125040,14217,17,1022,139500
907125120,8775,17,990,126000
907130060,11249,16,1200,177500
907131060,10021,14,635,175000
907131120,9531,13,794,211000
907135050,8428,17,990,146000
907135080,16561,15,1097,147900
907135180,8070,17,990,123600
907180040,9337,14,824,204750
907187040,10820,12,988,235500
907187060,12352,13,853,217000
907192020,9543,10,845,190550
907192040,8826,11,985,217500
907192120,10665,8,1453,226000
907192150,11317,8,840,180000
907200130,11800,37,864,131000
907200190,8660,35,1015,153500
907200250,9720,34,995,160000
907200270,8982,34,1040,134900
907202100,16300,34,876,130000
907202220,9675,36,864,120000
907203060,7700,39,882,112500
907203110,10356,36,969,122000
907227060,7200,39,864,127000
907227100,7200,39,385,117000
907250050,10386,7,2000,305900
907252020,9375,9,1284,228500
907252190,11354,11,1673,270000
907260040,8749,9,1459,192000
907260050,8749,8,979,213000
907262020,8158,9,860,200000
907270040,16226,13,1028,267000
907275080,11927,17,1556,228000
907275150,12728,10,1531,275000
907280090,15295,15,860,211000
907280100,11248,9,1626,285000
907285040,10000,16,1220,240000
907290140,4435,8,848,131500
907295040,17227,12,1341,246900
907401060,8200,8,847,219500
907405130,8450,8,1337,185000
907410020,8145,4,738,179400
907410050,9245,5,939,213500
907414060,8500,7,1422,179600
907414070,8769,6,1169,173500
907420050,8334,5,1330,167840
907420060,8333,5,738,168675
907420110,9045,6,768,167000
908102100,9170,46,1214,140000
908102160,9825,44,936,118500
908103090,8308,48,1088,110000
908127040,10921,46,960,94750
908127060,16287,86,901,122000
908127070,8240,51,1179,110000
908127100,11841,21,816,118500
908152060,6285,35,960,133500
908152070,7917,35,1143,148000
908152180,9555,32,0,141000
908152260,8536,5,1125,155000
908152280,7024,6,1090,157000
908152290,7023,6,734,171500
908154195,39290,3,5095,183850
908154205,40094,4,3138,184750
908186050,3675,6,547,140000
908204090,6400,52,960,131750
908204180,6882,56,0,61500
908225240,10215,57,864,111000
908225310,8741,65,1195,98500
908226180,4270,80,544,79000
908228010,10042,91,660,108500
908250100,9450,57,894,110000
908275090,11767,101,560,112000
908275200,8172,56,768,125000
908275240,8172,56,864,79275
908276230,8190,57,948,119000
909176080,10896,97,1440,200000
909176170,10890,88,1296,150000
909250150,10592,88,602,165000
909250160,10594,85,768,96500
909251030,7223,85,1290,136500
909251040,6821,90,651,146500
909252010,7200,74,731,175000
909252150,4000,81,531,148500
909252170,6720,90,585,141500
909254090,7642,93,912,189950
909254100,7155,85,686,135000
909254130,7128,70,918,164000
909254140,4280,98,440,90350
909254150,5362,101,661,139000
909256120,6305,73,920,119750
909275020,7136,65,979,145000
909275030,6270,62,1001,145000
909275110,7230,84,851,238000
909275160,13108,60,0,153500
909275310,22420,93,1370,239000
909276160,12168,77,965,359100
909276210,7810,81,930,188000
909279080,11275,79,854,220000
909281020,6221,70,728,140000
909281130,10570,79,853,315000
909282020,7259,66,1028,259500
909425140,14442,54,1477,257500
909425270,13125,71,800,219500
909428120,21000,58,1809,217000
909428180,25485,51,1560,201000
909428340,21579,43,1488,215000
909451130,1782,31,516,123900
909452102,17871,16,1680,170000
909455060,3907,23,1004,200000
909475050,20693,40,1696,198000
909475070,32668,54,2035,200624
909475230,18044,25,279,315000
910200040,8500,92,793,115000
910200110,7000,71,720,141000
910201020,5000,70,720,87000
910201050,7288,86,936,129850
910201110,6060,72,732,100000
910201180,9060,88,859,150909
910202030,3672,89,816,75200
910203290,8263,91,1012,118400
910204090,8967,91,961,67000
910205130,13710,61,910,152000
910206010,11067,72,0,68104
911103060,8250,116,957,119600
911128010,6565,54,1073,140000
911128020,6060,81,837,124900
911370450,5568,5,1573,375000
911370460,4750,5,1573,235000
914452090,12150,32,1001,183500
914452120,7540,33,888,156000
914452190,9187,28,1084,134000
914460020,10000,9,1441,215000
914460110,12864,9,1409,245000
914476330,9928,20,1454,210000
914478020,8750,36,852,148000
914478100,8410,37,970,143000
916226090,4054,24,1501,244000
916253320,9763,13,1502,330000
916326040,16905,52,1350,170000
916326090,19958,53,585,257000
916384050,8368,5,1689,231713
916384070,8298,5,1546,267300
916384080,9037,5,1476,265900
916384150,10991,4,1571,239000
916386170,10656,5,1638,248900
916403040,10331,26,1265,174000
916403290,13758,21,1156,187500
916455010,9303,15,872,204000
916455050,6718,10,1267,180500
916455110,9590,8,868,187500
916455150,11305,9,1922,282000
916460020,7777,15,1491,178000
916475020,14536,9,1616,270000
916477060,11800,8,1122,279900
917425190,35133,48,1572,186700
921126010,15306,5,1732,283463
921128030,12633,5,1824,392000
921205070,12665,6,1094,281213
923202134,8402,4,1120,147000
923202220,43500,58,0,130000
923203010,6710,15,920,140000
923204050,25286,48,1064,132250
923204140,25000,44,1632,143000
923205025,32463,50,1249,168000
923225040,4224,35,1040,129900
923225050,4224,35,1142,134000
923226300,1504,39,546,85500
923228200,1533,41,530,106500
923228220,1495,41,546,93900
923228250,2001,41,546,75000
923228290,1936,41,630,84500
923228390,1890,35,546,75190
923229010,11333,35,1029,146800
923229040,9129,34,923,153500
923229100,15957,34,1244,188000
923229140,33983,34,1160,196000
923230010,8286,34,716,157000
923230120,6723,40,796,138000
923230180,7244,41,768,129500
923251160,27697,50,1396,80000
923252080,7599,29,845,129500
923275010,11000,35,1090,135000
923275200,8314,29,816,124500
923276180,11625,28,816,139000
923400150,10712,20,974,93500
923425030,10447,27,864,124500
526302030,11027,57,1178,149900
526302040,10533,55,1008,157500
526302120,11765,54,1617,169000
526303060,39384,54,1705,252000
526354020,11727,42,1851,192100
527105060,8238,14,813,183500
527106010,13006,14,964,222000
527107020,13041,16,781,170000
527107030,13031,16,691,187500
527107120,9783,15,821,202000
527107240,11207,14,802,185000
527108010,19378,6,1392,320000
527108020,14859,5,1670,240000
527108030,13128,6,1074,250000
527108040,10463,6,893,239900
527108060,13751,6,1700,309000
527108090,23257,5,868,274725
527146135,13108,17,2062,270000
527158020,8076,18,1160,183500
527163020,7685,18,697,165600
527166030,9084,13,935,176500
527182020,3701,24,1191,130000
527190050,5306,24,1064,239000
527190220,6563,26,1742,275000
527210030,16023,6,1398,457347
527210040,18062,5,1528,545224
527210050,12292,5,1094,356383
527212030,16056,6,1992,556581
527212040,12438,5,1234,361919
527214060,16052,5,1850,535000
527216010,15922,6,1390,401179
527216050,13682,5,1410,438780
527226010,14762,63,0,169000
527250040,34650,56,1056,145000
527252090,8147,6,1714,318000
527254070,11302,6,1814,319000
527256120,18261,6,1910,470000
527301010,14145,27,1208,202500
527302080,13837,23,1204,229000
527325160,16659,34,795,235000
527327080,18800,35,796,190000
527328010,10464,31,988,169000
527354040,10400,23,1845,241500
527355060,10530,33,945,188900
527355280,10240,31,1686,207500
527356020,16692,33,1392,250000
527356060,11475,36,713,179900
527358090,9927,35,1047,172000
527365010,9512,6,960,294323
527375160,10530,36,675,184500
527376090,10140,36,1056,153500
527376110,10140,35,832,162900
527377030,10140,37,1040,181000
527378010,10000,37,1103,155000
527402210,15870,42,1096,138800
527402380,9353,41,864,116050
527403120,8125,40,858,88000
527404180,7200,40,864,97500
527427210,8773,9,1487,190000
527450010,2760,38,525,105500
527450080,2160,38,765,125500
527450210,1953,38,483,83000
527450460,1890,39,494,116000
527451200,1680,40,672,91500
527451380,1680,39,672,118000
527451450,1680,39,483,89000
527451460,1680,39,525,108000
527451520,1680,39,483,94500
527452070,4043,36,1069,146300
527452290,7514,44,943,145000
527452310,7838,44,864,123000
527453070,2280,35,1055,137500
527455100,2179,35,855,144000
528102010,16737,7,1980,315000
528102080,16387,5,1738,412083
528106010,16259,5,1249,342643
528106120,16163,7,1618,252000
528110050,13891,5,2076,465000
528112010,12228,5,1721,293000
528114010,14780,6,1868,415000
528116030,16033,7,1833,326000
528118010,14215,6,1158,325300
528118020,13418,7,1117,309000
528118110,13975,6,1090,300000
528120110,10240,6,1030,275500
528120140,9942,6,1606,338500
528138030,11924,6,1175,345000
528142010,12867,6,1209,344133
528142060,10672,5,1054,298236
528142070,11643,6,1524,329900
528142110,12378,8,1896,360000
528144030,11065,5,1085,281000
528150080,13758,6,1792,372397
528150090,14828,7,1780,378000
528164040,11846,8,1792,374000
528170040,20431,6,1848,437154
528172020,10927,6,1058,275000
528172150,13215,7,1420,279000
528174080,7052,6,1364,185850
528180080,5911,6,1560,282500
528181030,6955,6,1368,202500
528181040,6792,6,1368,202665
528186100,7740,5,1686,332200
528186110,6373,5,1666,310090
528188040,3136,8,1405,171750
528218030,10237,6,1316,169990
528218060,10237,6,728,170440
528218080,10237,5,738,169985
528218130,17104,5,654,179665
528218140,14054,5,879,219210
528221010,11660,5,1326,174190
528221100,15578,5,728,172785
528222010,11631,7,1052,258000
528222020,9073,5,738,185101
528228280,3087,5,1220,210250
528228325,3196,8,1374,234000
528228340,3196,8,1273,215000
528228360,2938,9,1368,246990
528228415,3072,7,1375,178740
528228430,3072,7,1365,225000
528228545,3010,6,1248,167240
528228550,3010,6,1142,156820
528228565,3013,6,1362,213490
528228575,3982,5,1520,264561
528228580,4045,5,1356,246578
528231050,21930,6,732,192140
528235050,7861,9,783,183200
528235130,9056,7,707,178000
528235190,9171,7,848,201490
528240080,11194,11,1406,230500
528250060,7875,8,783,180000
528275060,8121,11,953,172400
528275080,8658,11,982,215000
528280100,11214,13,930,199900
528290140,10852,11,959,173000
528292080,12104,5,1035,287602
528294070,8738,12,975,230000
528315030,9452,14,1396,348000
528315070,9660,13,1044,286000
528315080,9545,11,1160,300000
528320060,35760,16,1930,625000
528327010,9233,11,1540,405000
528344060,12011,13,1086,280000
528348010,12090,13,1141,258000
528358030,10019,16,1342,350000
528360050,17242,18,1733,584500
528363070,10236,17,1290,321000
528365090,10120,17,1165,290000
528366040,12585,18,1286,315000
528429060,12447,6,1100,252000
528429100,15218,5,1670,336820
528429120,20896,6,2077,423000
528429130,10182,5,1660,290000
528439030,8688,6,1616,232000
528445010,10936,5,1504,199000
528456200,8640,5,1278,198600
528477010,13162,5,2036,405749
528477030,11216,5,1489,232600
528480070,10728,5,1095,266000
528480100,8125,6,756,186500
528480110,8125,6,858,200825
528480150,8125,5,770,197000
528488110,7200,5,1262,185000
528488120,7500,6,1257,176000
528488130,7200,5,1293,187750
531363080,7733,6,1142,139500
531367010,11024,6,1400,186800
531375060,13072,6,1131,132000
531375070,13072,6,1141,142500
531375100,13072,7,1158,158000
531376030,7800,6,891,184000
531376050,7632,6,784,184900
531379030,8304,14,941,187000
531450040,7153,19,761,175900
531451290,9370,19,836,248500
531452080,7175,21,1398,172000
531452100,7175,20,1217,151000
531452210,9019,17,636,150000
531478010,8900,45,1056,107000
531479030,7800,46,828,119900
532351060,9100,49,988,129500
532351090,9100,48,1728,125000
532351150,8927,34,0,119500
532353030,9240,49,864,144000
532353180,8471,34,506,151000
532376080,9308,46,984,126000
532376180,8450,43,882,116000
532376250,8638,48,925,133500
532378050,13052,46,1024,120875
532378070,13526,46,935,137000
532378130,8020,47,912,124000
532378160,6993,50,912,135000
532378220,8789,44,912,129200
532476050,14330,37,1748,260000
533110130,16059,20,1288,260000
533125120,11025,19,1334,334000
533127080,14541,18,1338,310000
533128030,13346,19,1095,268000
533128090,12461,17,1624,262000
533206040,3628,7,1143,176400
533208050,3316,6,1247,197000
533212100,3180,6,600,151000
533212110,2544,6,600,147400
533212120,2544,6,600,149900
533212130,3180,6,600,144152
533221080,2998,11,756,166000
533223010,3735,12,691,183900
533223080,2651,11,673,165000
533223110,4447,8,530,139000
533241010,8314,14,569,200000
533242030,7180,10,1568,221000
533250130,9549,16,1494,270000
533252020,11250,34,1208,165000
533253030,3760,31,1235,214000
533253050,3640,31,1036,188000
533253090,3874,31,1226,190000
533253160,3876,33,1226,170000
533350050,50271,30,1842,385000
534125210,13110,39,1153,146500
534126060,10192,43,570,170000
534127190,20781,43,1568,262500
534127270,11700,43,708,179900
534128210,11029,43,1054,250000
534129230,10400,39,732,165150
534175100,10140,44,1334,164500
534176250,9600,42,1164,140000
534201130,9750,44,980,135500
534201230,9600,43,1051,142000
534201250,8640,43,900,155000
534201260,9360,43,976,157500
534201280,8400,43,1052,138500
534201300,8400,43,833,140000
534202020,9759,45,1051,124400
534202180,9600,44,1141,158000
534226060,9230,46,864,146000
534250300,14803,40,825,190000
534275010,10659,50,1050,136500
534276010,9100,53,864,129900
534276230,8393,52,1626,145000
534400120,8800,46,1187,185900
534403280,8800,47,1251,160000
534403400,10368,47,1008,167000
534403440,9350,47,720,157500
534427090,10382,53,588,140000
534428060,8973,53,1008,150000
534429130,10800,51,1248,151500
534430050,8550,77,816,129800
534430110,11425,57,1008,137000
534431030,9724,64,938,137000
534451050,4712,65,747,121600
534451120,5900,88,440,85500
534451130,5825,85,600,79900
534453150,7438,103,504,127000
534455080,9600,50,1251,161000
534475160,10858,59,1444,146500
534476100,9600,60,1056,135000
534477030,10680,60,2136,137900
534479130,9490,70,806,133000
534479240,9462,62,704,137000
534479300,9888,57,936,121000
535101110,8917,44,1584,119000
535103070,12700,47,1246,172000
535105160,8500,50,1235,98600
535125060,14200,45,924,226000
535150240,9000,57,936,118000
535150300,25419,93,1360,235000
535151080,9723,48,1008,135000
535151130,7728,49,1106,132500
535152070,8163,52,1144,143000
535152280,8400,54,1179,132000
535176050,11600,51,1383,145250
535177100,9610,53,1121,162000
535178100,10000,55,1058,148000
535179050,14850,54,1092,141000
535180020,10152,55,1124,153000
535180070,10011,54,1070,134450
535301010,7032,32,943,135960
535301150,8092,57,1050,156000
535303050,11310,57,1367,140000
535304020,12778,59,1008,139500
535305120,10170,60,216,155000
535325130,7700,55,301,127000
535325340,11050,55,1005,133500
535325350,13600,56,1056,125000
535325450,15428,60,884,142000
535325460,21299,70,929,167000
535327210,13300,55,1015,159000
535353180,22136,86,2171,180000
535354130,7500,64,784,127000
535355100,7000,87,617,112000
535375040,10410,81,713,99800
535376090,5400,57,833,117000
535376100,5400,90,1073,108480
535377070,10914,82,715,68000
535377100,7008,111,448,86900
535379100,10800,91,1120,120000
535380010,7200,96,663,155500
535380130,10818,101,1077,80000
535381060,10410,96,672,105000
535382020,10800,111,954,160000
535382130,10800,75,796,170000
535401140,8658,46,1088,160000
535402070,13400,45,1024,159950
535402100,10184,48,1083,165000
535402220,9786,49,912,159000
535402230,9510,49,1135,147000
535403040,7800,47,912,115000
535403150,8910,52,655,159500
535403200,7332,52,864,120000
535404080,7100,54,816,129900
535425040,10800,50,1313,183000
535425050,11650,52,0,157500
535425080,18275,49,1438,277500
535426195,16321,54,1484,207500
535450100,12144,61,910,147500
535450180,10800,62,720,135000
535451190,7200,61,0,109500
535451210,7200,61,0,109900
535453160,7560,52,1040,133700
535454030,8544,61,0,81400
535454050,8544,62,0,87500
535454060,8544,61,0,93500
535456010,8512,51,1556,119000
535456020,7945,52,1150,141000
535457070,7000,50,1150,146000
535477060,7590,45,660,155000
535478010,10205,49,925,134500
535478070,7400,49,1045,120000
535478090,7000,49,864,105000
535478110,7000,49,1025,124000
902100110,9856,111,716,169000
902100130,9906,86,686,107000
902101050,9600,63,1212,135000
902103090,5520,91,1147,111500
902104020,9600,111,780,156500
902106040,9600,86,728,178000
902106090,6451,111,712,139900
902108060,3960,81,502,105000
902109010,5684,81,813,110000
902110120,7745,111,938,111500
902110130,7741,87,1032,108000
902111010,5633,86,844,111500
902125020,9000,131,636,124000
902128020,7200,61,576,105000
902128100,4400,91,648,116000
902134060,7614,106,738,96900
902204060,6000,56,960,135500
902204120,6000,87,816,139000
902206020,7830,90,492,61500
902206090,9576,66,770,120000
902207080,5820,56,1162,126175
902207110,5747,91,798,64000
902301120,9142,101,1020,137000
902305090,9600,111,1095,87000
902325050,10800,97,880,163000
902325100,6300,101,1226,155000
902325160,5000,111,540,79000
902328100,8850,95,815,144000
902329070,3600,101,684,114504
902329090,7200,91,596,157000
902400090,11340,88,1200,125000
902400110,22950,119,1107,475000
902401090,5976,91,624,93500
902406030,9750,53,960,125000
902456015,4761,93,1020,64500
903200050,7446,70,788,100000
903202120,6435,72,972,140200
903206160,11737,87,848,202500
903225090,5000,64,1004,159000
903229040,7800,72,793,119900
903231070,6240,77,816,114500
903231190,6240,75,896,115000
903231220,6120,81,728,75000
903231240,6120,86,768,88000
903232170,6240,64,0,80500
903233100,6240,83,1042,149000
903233220,6120,81,741,110000
903234030,6000,86,1103,110500
903235020,6000,90,616,89000
903236200,6380,89,993,113000
903400030,11672,86,816,109000
903425190,33120,49,1595,220000
903425340,9873,41,960,129000
903430090,5310,101,485,117000
903430130,4118,70,693,52500
903451050,10320,87,596,107000
903452090,7518,101,396,116500
903454020,9000,92,610,72000
903454080,8600,74,780,119500
903455090,7200,73,803,125500
903456060,9786,89,1007,91000
903456090,6780,76,520,84500
903458010,7200,81,984,90000
904100030,12375,60,806,137500
904100090,11136,47,1921,150000
904100170,21370,61,0,131000
904101040,6930,53,1062,130000
904301410,8250,76,0,125000
904302020,5220,75,830,80000
904302030,5500,7,1073,157000
905100030,11235,48,1051,148000
905101330,10791,44,0,90000
905101450,8414,48,1059,154500
905103130,11327,44,1064,153600
905103140,11777,45,1164,164500
905103180,10366,47,912,132000
905105010,9000,45,1059,142500
905106210,11553,43,1051,158000
905107070,7844,33,672,149500
905107220,9535,44,1176,165000
905107240,10335,43,1461,180000
905107300,7176,33,960,160500
905108090,9662,34,1967,156500
905108120,8235,34,1949,157000
905200280,13650,53,1052,172500
905200290,13125,54,1134,155000
905200340,17920,56,1763,170000
905200380,17529,87,872,105000
905200490,10246,46,648,145000
905201090,14175,55,1188,168000
905202190,20355,44,1865,278000
905202210,13050,48,1000,164000
905225080,15593,58,1304,225000
905300010,10820,40,782,130000
905300080,13350,37,864,142500
905351045,1700,31,430,148400
905351150,5271,25,1453,190000
905402110,9375,57,967,146000
905403050,6488,69,799,128000
905426100,7800,63,896,225000
905426150,19690,45,697,274970
905427010,19950,83,672,235000
905427030,19800,76,1836,415000
905427140,11679,49,1776,182000
905451050,12048,59,0,135000
905451410,10519,56,1057,137000
905452140,9525,57,994,136900
905452150,9525,58,1000,149900
905475150,6420,59,980,123500
905477010,8335,57,0,93000
905480160,7585,63,810,91500
906202040,11200,26,1298,180000
906204180,12128,22,868,209000
906223180,9554,18,777,215000
906225180,9069,18,1344,224500
906380110,11003,6,1308,229800
906380150,7488,6,1208,183600
906380170,7406,5,1199,194000
906380180,6762,5,1286,193879
906382030,11210,6,1614,221500
906382040,8990,5,1498,204900
906382050,8760,5,1391,239799
906392090,13377,5,1836,233555
906392100,11645,6,1734,260000
906392120,11645,6,1570,294900
906394010,10984,6,945,209700
906394040,9316,6,1614,225000
906394060,9316,6,784,181000
906420020,10041,19,908,220000
906426090,36500,47,1624,190000
906475050,21453,42,938,180000
906475200,70761,36,1533,280000
906476140,12000,43,1388,158900
907125020,8846,15,870,148000
907125080,13015,15,1100,145000
907130110,12438,16,781,187000
907131070,8685,13,1425,193000
907135230,13568,16,990,156000
907175030,9100,11,1525,235000
907175060,9236,14,1479,217000
907180120,10264,12,1588,214000
907181090,9272,12,842,196000
907187010,13426,12,951,217000
907192010,13450,9,916,200000
907194130,14006,9,936,192500
907196020,13704,10,1541,205000
907200170,10780,35,911,132500
907201160,8340,34,675,157500
907201230,10385,33,995,174000
907202140,9920,42,971,128500
907203010,9560,39,864,128500
907203040,9800,39,894,149900
907227090,7200,39,864,119900
907230240,3612,18,630,137000
907251100,11367,9,1065,255000
907252050,9930,9,826,222000
907254050,9468,12,840,214000
907255010,11088,9,1348,220000
907255050,14781,10,1753,275000
907262080,8726,9,872,197000
907265030,8125,9,1654,230000
907270050,10566,12,1090,268500
907275030,21533,15,1065,210900
907285010,11250,13,1054,227000
907285100,11250,16,930,237000
907290020,9750,13,1108,274300
907290080,9100,7,1860,216837
907290160,4435,8,848,133000
907290230,4435,7,848,155900
907290260,15611,5,1079,233230
907401050,8810,8,1390,207000
907401080,12393,7,847,195000
907405030,9135,8,1682,200000
907410040,8581,5,851,203160
907410100,8400,6,784,195800
907410110,10084,6,1552,212900
907412010,11645,7,860,196500
907414040,8772,6,1336,198000
907418020,8846,6,750,173900
907420070,8461,6,728,163990
907420090,8767,6,1310,164990
908102020,8777,101,676,98000
908102320,17755,52,1466,149900
908102330,8877,60,836,102000
908103310,7840,36,976,127500
908103320,9400,36,945,127500
908127050,16133,42,1176,119900
908128100,7162,8,796,196500
908130020,8050,9,914,117250
908178050,11060,8,1150,229000
908186060,3675,6,547,145000
908186070,3675,6,547,140000
908186090,3675,6,547,142500
908188110,2522,7,970,134000
908188120,2522,7,970,130000
908188130,2522,7,970,130000
908188140,2522,7,970,137500
908188150,3363,7,976,130000
908225180,6956,63,624,97900
908227010,7822,96,832,92000
908227030,8707,87,1093,107000
908227040,8410,101,658,81000
908228040,9738,87,784,104900
908275220,8172,56,864,115000
908275290,16012,57,954,125000
909101050,8248,93,686,116000
909101080,8248,89,864,83000
909101190,6204,99,795,118500
909101330,8088,89,498,35000
909103020,11388,101,616,121000
909131125,7082,95,686,160000
909175030,8400,71,940,140000
909176180,10890,73,1058,137000
909201180,6430,66,780,128000
909250070,7000,85,624,160000
909250120,13132,97,747,138887
909250200,4899,91,755,149000
909250210,6000,85,1008,102000
909253080,9399,92,818,167000
909254070,7588,91,793,200100
909256010,10164,72,992,131000
909256020,6191,70,824,112000
909275230,9550,96,756,140000
909275250,21780,91,817,195000
909276010,11435,82,792,230000
909276070,12400,71,901,194000
909279040,11600,89,700,137500
909280030,11500,75,1017,250000
909280070,8170,82,1022,218000
909281010,16560,79,952,239000
909282060,12320,79,637,199500
909282110,14210,81,697,210000
909425120,14115,55,1073,230000
909425180,12984,34,1430,217500
909426060,15600,61,1168,257000
909428110,15750,58,1165,157000
909475020,16381,42,1844,223000
910200020,7288,69,976,102000
910200060,7000,85,861,145400
910203100,8534,86,432,72000
910203230,7030,86,641,85000
910207110,8765,75,951,106500
910226060,9060,54,967,139000
911175360,11040,91,637,108000
911175410,12366,66,0,51689
911175430,9000,62,480,35311
911175440,9000,60,660,115000
911225110,8520,95,216,78000
911370430,5748,6,1573,375000
911370530,3842,7,1594,300000
913350030,23580,32,1625,242500
914452060,8385,33,1664,145000
914474020,9116,10,1491,209000
914476050,10530,34,975,135000
914476130,11080,36,1128,148000
914476500,11070,23,1907,171000
