customerID,TotalCharges,MonthlyCharges,tenure,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,PhoneService_No,PhoneService_Yes,Churn
7675-OZCZG,127.1,45.0,3,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
0570-BFQHT,653.9,80.55,9,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
4830-FAXFM,439.2,24.1,19,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0
2348-KCJLT,2722.2,61.5,44,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
6288-CHQJB,3871.85,69.95,54,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
6479-OAUSD,510.8,19.9,25,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
9028-LIHRP,7209.0,100.2,71,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
8625-AZYZY,2542.45,104.65,24,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
5150-ITWWB,335.75,94.85,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
3585-ISXZP,778.1,95.65,8,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
7123-WQUHX,3605.6,95.0,38,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
1960-UYCNN,1021.55,95.25,10,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
2773-MADBQ,1901.25,53.1,36,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
5918-VUKWP,654.55,20.55,32,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
0979-PHULV,7007.6,99.45,69,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1
7359-SSBJK,4481.0,70.2,64,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1
3739-YBWAB,1317.95,35.35,36,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
5960-MVTUK,96.85,29.75,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
2465-BLLEU,19.75,19.75,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
6837-HAEVO,7297.75,105.0,69,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
7245-NIIWQ,199.85,69.85,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
9269-CQOOL,169.45,54.7,3,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1
9565-JSNFM,2597.6,70.45,38,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
0134-XWXCE,3268.05,74.85,44,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3452-ABWRL,3865.6,86.05,47,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
9685-WKZGT,1036.75,74.95,14,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
5469-NUJUR,373.5,19.95,19,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
6339-TBELP,6172.0,86.4,71,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
5766-ZJYBB,19.4,19.4,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
8993-PHFWD,58.9,25.25,3,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
7009-PCARS,1001.5,19.1,55,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
7503-MIOGA,6697.35,89.85,72,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
0617-AQNWT,3147.5,47.85,64,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1
6899-PPEEA,3580.3,96.55,37,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
3084-DOWLE,6474.4,92.0,72,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
5440-VHLUL,7386.05,105.2,69,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
5220-AGAAX,1664.3,24.0,68,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3627-FHKBK,75.3,75.3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
9046-JBFWA,537.35,19.15,27,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
2410-CIYFZ,42.9,20.4,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7273-TEFQD,132.2,41.15,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
0479-HMSWA,2715.3,105.45,26,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
8015-IHCGW,8425.15,115.5,72,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
9524-EGPJC,1612.75,90.1,18,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
2243-FNMMI,415.4,19.4,20,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
4373-MAVJG,1259.0,90.9,14,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
9578-VRMNM,1043.35,65.2,16,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1
9809-IMGCQ,2082.95,96.7,22,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
2817-NTQDO,597.0,45.55,13,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1
8780-IXSTS,521.3,90.1,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
3694-DELSO,156.1,38.55,4,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
5271-YNWVR,7856.0,113.15,68,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
0310-MVLET,6010.05,99.15,61,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
2634-HCZGT,3229.65,60.05,53,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1
0794-YVSGE,1401.15,20.3,72,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
6821-BUXUX,1244.5,96.65,13,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
8747-UDCOI,1319.95,19.35,65,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
5843-TTHGI,892.7,50.0,18,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
7764-BDPEE,60.65,20.85,3,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
4836-WNFNO,1849.2,25.0,72,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
3910-MRQOY,1496.45,19.4,72,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
1236-WFCDV,1266.1,90.45,14,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
7873-CVMAW,6362.35,88.55,72,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
9231-ZJYAM,292.8,78.85,4,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
3197-ARFOY,2007.25,105.0,19,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
2202-CUYXZ,84.85,84.85,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
3160-TYXLT,2546.85,46.3,53,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0
1656-DRSMG,7002.95,109.85,63,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
3129-AAQOU,485.9,25.6,19,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
4503-BDXBD,815.5,74.95,11,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
0104-PPXDV,2878.55,50.3,58,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
6702-OHFWR,43.3,43.3,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
4210-QFJMF,317.25,79.15,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
8182-PNAGI,593.75,50.25,12,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
8143-ETQTI,451.55,19.65,23,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
5248-YGIJN,6369.45,90.25,72,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
4685-TFLLS,342.3,19.8,18,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
3070-FNFZQ,478.75,20.4,23,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
1403-LKLIK,579.4,20.1,33,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
8174-TBVCF,6859.05,94.8,70,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
8008-OTEZX,708.8,19.65,35,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7989-CHGTL,19.6,19.6,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1
1625-JAIIY,5685.8,83.0,68,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
3138-BKYAV,489.45,85.35,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
1135-LMECX,19.85,19.85,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
4706-DGAHW,45.2,45.2,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
5701-SVCWR,24.0,24.0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
2260-USTRB,115.95,70.2,2,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
7142-HVGBG,4414.3,103.0,43,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
5049-GLYVG,20.6,20.6,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
2585-KTFRE,70.45,70.45,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4958-GZWIY,340.25,48.7,7,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
4137-JOPHL,4304.5,89.7,50,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0365-BZUWY,1742.5,102.55,17,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
9926-PJHDQ,5468.45,76.8,72,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
4123-FCVCB,854.45,75.85,12,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0
6223-DHJGV,958.1,20.65,42,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7129-AZJDE,2647.2,78.95,34,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0621-JFHOL,299.05,29.6,10,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0
4003-OCTMP,1910.75,64.0,31,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
0302-JOIVN,842.9,101.15,8,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
0440-QEXBZ,2139.1,50.15,44,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
0297-RBCSG,1231.85,65.35,19,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2208-UGTGR,5581.05,98.6,56,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
7130-VTEWQ,606.25,75.75,8,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
4800-VHZKI,19.9,19.9,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1
1728-CXQBE,6081.4,94.25,64,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
4536-PLEQY,999.8,85.05,12,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
4785-QRJHC,2816.65,59.9,46,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1
4018-PPNDW,1551.6,24.1,61,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
8066-POXGX,446.1,35.1,13,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
6968-MHOMU,2689.35,45.0,58,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
0678-RLHVP,5682.25,105.55,53,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
2408-WITXK,329.8,34.7,10,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
2014-MKGMH,4674.4,101.1,46,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
5973-EJGDP,4473.0,87.35,51,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
4231-LZUYM,1887.0,25.65,72,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
6518-PPLMZ,1110.35,19.4,53,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
5688-KZTSN,288.05,20.0,15,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1
0869-PAPRP,2067.0,85.7,26,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
4633-MKHYU,788.6,88.4,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
7636-OWBPG,381.2,29.35,12,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
3701-SFMUH,516.15,69.7,7,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
0384-RVBPI,1398.6,64.4,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
3178-FESZO,100.25,100.25,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1
6244-BESBM,6671.7,95.2,69,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
1099-BTKWT,3723.65,54.4,68,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
1725-MIMXW,19.45,19.45,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1
3351-NGXYI,889.0,54.1,16,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
5514-YQENT,4507.15,111.15,41,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
1658-BYGOY,1752.55,95.45,18,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
4280-DLSHD,445.85,54.75,8,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
9619-GSATL,2444.25,55.45,43,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
8205-OTCHB,903.6,43.75,22,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1
5997-OPVFA,6254.45,89.05,72,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
5168-MQQCA,8003.8,108.5,72,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
6900-RBKER,4577.75,89.45,52,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
8749-JMNKX,4750.95,93.8,51,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1
1166-PQLGG,1463.45,19.55,72,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
6305-YLBMM,7262.0,104.05,69,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
5699-BNCAS,1766.75,24.65,71,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
9076-AXYIK,6538.45,102.1,64,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
7774-OJSXI,3066.45,103.45,31,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
4307-KTUMW,5029.2,93.9,53,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
8051-HJRLT,70.55,70.55,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
5950-AAAGJ,1537.9,84.3,18,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
2272-QAGFO,1096.25,74.3,14,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
5003-XZWWO,5956.85,84.2,71,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
8981-FJGLA,851.8,78.0,11,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
5468-BPMMO,851.2,19.6,46,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
1304-BCCFO,564.4,70.05,9,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0
0318-ZOPWS,973.35,20.15,49,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
5876-HZVZM,365.35,55.9,6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1
8857-CUPFQ,1237.65,19.25,63,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
2703-AMTUL,1939.35,53.65,36,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
8191-XWSZG,1022.95,20.65,52,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
5141-ZUVBH,870.25,93.0,9,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
3509-GWQGF,1732.6,70.0,24,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
8327-LZKAS,4533.9,107.55,43,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
0840-DCNZE,4138.9,86.95,47,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3128-YOVTD,4018.55,79.15,51,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0
8338-QIUNR,4811.6,66.5,72,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
1370-GGAWX,4408.45,94.15,46,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
7838-LAZFO,3597.5,78.8,45,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
4854-CIDCF,196.4,73.85,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
7175-NTIXE,1992.95,76.15,25,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
9445-SZLCH,3457.9,97.35,36,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1
2558-BUOZZ,4535.85,94.8,47,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
1335-NTIUC,190.25,24.95,9,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
8931-GJJIQ,803.3,83.3,9,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
2235-EZAIK,5401.9,79.2,72,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
6481-LXPWL,1971.5,36.1,56,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
7551-JOHTI,19.5,19.5,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
3223-WZWJM,2254.2,83.95,26,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
5649-ANRML,180.25,95.1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1
3982-DQLUS,5688.45,85.75,65,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
2079-FBMZK,418.4,69.25,6,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1
4334-HOWRP,4546.0,64.95,72,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
0231-LXVAP,75.9,75.9,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
4634-JLRJT,20.35,20.35,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7923-IYJWY,7839.85,116.1,67,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
3074-GQWYX,357.75,75.9,5,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
5095-ETBRJ,3112.05,56.8,55,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
4628-WQCQQ,3030.6,85.15,35,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
2863-IMQDR,5308.7,89.65,61,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
5940-AHUHD,70.6,70.6,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
2004-OCQXK,81.95,81.95,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
8999-BOHSE,1047.7,89.7,11,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
8584-KMVXD,535.55,75.6,8,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
6685-GBWJZ,4448.8,70.8,63,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
1029-QFBEN,19.55,19.55,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
2612-RANWT,1164.3,100.15,12,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
7752-XUSCI,6396.45,105.9,60,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
9210-IAHGH,450.8,70.75,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1
3227-WLKLI,5963.95,91.55,65,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
7277-OZCGZ,1886.25,89.05,22,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0407-BDJKB,5742.9,95.75,60,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
3908-BLSYF,497.55,83.9,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
3329-WDIOK,155.35,50.6,3,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1
7601-GNDYK,686.95,19.6,35,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
9314-QDMDW,729.95,61.25,11,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
2866-IKBTM,19.55,19.55,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
6158-HDPXZ,25.35,25.35,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
1862-QRWPE,1057.0,20.65,48,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
2070-FNEXE,503.6,76.45,7,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
9526-JAWYF,2335.3,89.8,26,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
3313-QKNKB,5084.65,85.55,59,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
0322-YINQP,48.55,48.55,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1
5598-IKHQQ,1866.45,25.45,72,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
7016-NVRIC,2656.7,90.1,29,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
8559-WNQZS,20.45,20.45,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
6168-WFVVF,235.5,70.3,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
5256-SKJGO,3423.5,54.6,64,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
2150-WLKUW,2635.0,63.9,40,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
8708-XPXHZ,4186.3,94.2,42,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
4979-HPRFL,1402.25,24.15,56,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
1897-OKVMW,5817.45,90.6,64,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0
3763-GCZHZ,6890.0,104.05,66,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
0866-QLSIR,2088.75,64.4,34,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1
2637-FKFSY,130.15,46.1,3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1814-WFGVS,3527.0,48.9,72,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
6036-TTFYU,314.45,19.6,16,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
6599-CEBNN,2524.45,73.95,34,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
3441-CGZJH,2640.55,60.4,43,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
8146-QQKZH,5924.4,81.85,71,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
0853-TWRVK,7581.5,105.6,72,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
6804-GDMOI,6428.4,106.6,61,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
0524-IAVZO,2624.25,85.0,30,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
8328-SKJNO,947.4,40.65,23,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
3374-PZLXD,675.6,19.7,34,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
7322-OCWHC,6735.05,93.05,72,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0
4351-QLCSU,55.0,55.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1
1251-KRREG,114.1,54.4,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1
9286-BHDQG,3139.8,45.25,72,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
4585-HETAI,325.45,73.75,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
5839-SUYVZ,1170.5,74.55,16,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
7511-YMXVQ,418.8,45.4,9,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1
9964-WBQDJ,1725.4,24.4,71,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0
7217-JYHOQ,1706.45,70.3,24,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
